clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
abusée arbitrage vidéo plutôt suspect d un ancien célèbre arrière biterrois sans doute trahi affection légitime envers deux racingmen deux enfants béziers nyanga szarzewski,"[5.3228337037729065908e-249, 1.9952883936288985089e-212, 2.3161872980868616015e-439, 1.0519432271887236391e-332, 4.7357650431650806513e-348, 2.5850833778623739502e-367, 1.1622858755201831597e-361, 7.1156942308771250084e-290, 4.322378041228936035e-218, 5.5849230365147746687e-278, 1.4193490982212059072e-190, 1.4757211568547040208e-281, 1.7571884550731738096e-264, 8.652514812435734954e-228, 4.0452004938645832384e-250, 5.9130266353670841586e-346, 1.1833491987807155971e-360, 1.1880454548212972703e-236, 1.9385699296550599329e-346, 2.6644576021160346122e-295, 1.617729092243891637e-343, 1.1012270570743215782e-298, 1.1710364636496722636e-275, 9.8979341180893779234e-344]",5.9139545759216914e-192,24
souviens n aviez tout apprécié l aviez dit mots justes raison,"[2.8498378626309970056e-288, 3.0770165448189094708e-250, 5.5803156583625484382e-288, 5.3367013230169720993e-243, 5.842222831500246205e-324, 7.834349310579388686e-407, 1.2978607116592417807e-240, 9.175419009041249603e-307, 4.730277427348860036e-308, 2.8733401771831429944e-328, 4.5102478947673471633e-395]",1.1847249211726912e-241,11
meilleure équipe celle méritait l emporter encore fois encore clermont battu encore fois quand tout portait croire qu il devait l emporter,"[2.017631762154079342e-245, 1.2495740354242470431e-250, 7.2692219835865955195e-199, 2.8296768363291871425e-270, 1.768121216605881022e-291, 6.0000554307003020677e-353, 1.2782244840373303428e-325, 1.9321542981049686818e-362, 4.883749679424562221e-356, 1.3442977581351724661e-206, 4.523897018462512385e-242, 3.819802169754890791e-207, 3.9600054240072619907e-202, 1.0709510354453554385e-246, 2.0782043759134953793e-435, 1.4311815787291885108e-306, 2.0222384587736332105e-311, 8.877987059320298182e-339, 9.218973134132052249e-242, 1.4349019446513498485e-254, 8.6241372361641420985e-273, 4.074972749542020173e-325]",3.3059918916538184e-200,22
fléau poursuit club depuis trop longtemps,"[1.3021955912439217943e-251, 1.1072253276315287413e-290, 4.0198226764030675753e-235, 1.7556429894996148532e-284, 4.362544261917995004e-228, 7.364171000161879737e-321]",7.270907773167104e-229,6
champion finales perdues,"[4.0303501098999579613e-219, 1.4519787316137004161e-361, 1.5911956762737859463e-221]",1.3487540222208987e-219,3
n en ferais compte cette foisci car trouve cette statistique insupportable trop souvent vidée sens,"[1.8184361559069212482e-419, 1.17269032964157154756e-377, 1.9510258059591395068e-328, 7.034273004193741584e-244, 3.9600298020368116907e-256, 2.0947441768169792496e-284, 1.46544227672818925965e-272, 1.5062346690707585752e-308, 6.2295280387235449272e-388, 7.020451327136052616e-328, 1.6430656668063203952e-268, 2.8602192803169440977e-407, 9.222987171403886301e-372, 2.6554403114031799214e-397, 5.9864893274352757995e-344]",4.689515336131801e-245,15
d ailleurs très mal pris récemment statistique sujet produite journal l equipe après finale perdue face saracens coupe d europe sous titre maladroit « rougerie roi loose »,"[6.1668336845521876973e-378, 8.4793521104468055415e-299, 1.9345363011876011516e-267, 1.6154971798815137444e-406, 2.9353604402191174988e-185, 3.0751320278578749467e-376, 2.6420637397145444162e-299, 5.525151148638974065e-354, 7.15897006731603477e-325, 1.9023588886987577963e-312, 6.904990930818325343e-332, 3.5392031659196401545e-308, 3.6208382823347444895e-281, 5.700405723795340521e-285, 4.464404653055142142e-243, 1.1778089372532850044e-232, 9.259191839321229432e-280, 1.623572720880144556e-311, 2.5116773325260940445e-279, 1.2967959004366867009e-227, 3.961738181017604377e-267, 3.7623684983352110083e-332, 1.8436932572697284526e-363, 3.0716406509854189008e-389, 1.4280604382456250972e-174, 2.8412466661988017347e-382, 2.6689679509126353727e-249, 5.5606602001315024447e-259]",5.1002158509820665e-176,28
n était très fairplay certes c était réalité laquelle l espère allez nourrir prochains jours énergie collective autour remarquable joueur,"[3.1926030326603847835e-382, 1.1229914286600670848e-297, 3.276255487546004557e-342, 2.0998008086316836297e-284, 3.1237102751138274218e-288, 1.3185224831559144349e-265, 1.8806410659864369858e-442, 5.7062053435416542396e-325, 1.910090404243020155e-262, 3.201094972283644703e-255, 6.1452141861813185415e-292, 4.566396286318142387e-337, 2.6105129402220438762e-267, 1.4266012956552352907e-363, 4.1574189662382791376e-252, 1.0898822383372118279e-284, 5.1742625932830786175e-265, 1.06362753919286264925e-243, 2.1403543497662360608e-191, 3.5322397322337501127e-361]",1.070177174883118e-192,20
car si clermont toujours dernier carré car si clermont souvent finale preuve d une véritable constance plus haut niveau club doit plus accepter qu on foute ainsi gueule,"[3.5040732521838411171e-311, 9.527759353101612669e-358, 1.6955379994858923938e-353, 1.5093585711041439252e-374, 1.9529028884106562275e-284, 3.307260491635583674e-330, 1.5795003313025063883e-140, 7.86866336277288441e-259, 6.5273761059847900766e-280, 4.6813080086368987005e-298, 1.8760739112445245412e-351, 1.6012295162235173909e-319, 9.4807950856441508265e-339, 1.01142725774864025075e-269, 4.55025181555827772e-395, 1.454607171698749757e-239, 1.3340969298488639942e-239, 5.7209483578071089024e-323, 2.5872426502351267824e-186, 2.1033758623216217191e-296, 8.707114776062445847e-284, 1.446795413684881431e-278, 6.748601922606275577e-267, 7.1758401781082660525e-380, 2.8070025033720975685e-260, 4.369981217370248396e-317, 2.2701950831783157203e-238, 7.778074165408098961e-224]",5.641072611794666e-142,28
tout qu il apporte rugby français mérite,"[4.6921929669723217014e-292, 1.631708323856155399e-271, 8.3009069522003567604e-362, 3.050252146044888666e-219, 7.49935187310625947e-321, 1.1882636309788298893e-257, 8.40967158340724596e-227]",4.357503185916578e-220,7
tout comme méritait railleries après cette finale coupe d europe qu il a tout simplement perdu face plus fort a deux semaines,"[2.4135750245773861342e-335, 1.0342187935596468369e-353, 2.3612827365600103097e-348, 7.066077257419926368e-314, 8.637504509496347714e-303, 5.0137269810094137664e-290, 4.4307756958831754834e-226, 1.3145461899317182235e-205, 6.308703472521656381e-273, 5.2596294380247142764e-306, 5.564749100909510677e-281, 6.76741515785745414e-235, 1.06829398228899200755e-256, 1.4407901425830069323e-368, 1.0488424325030680278e-248, 1.1801761145346946405e-376, 1.884777985969768329e-196, 1.9113671603680868297e-273, 4.209689523372239074e-202, 1.2839423486178930498e-217, 3.43149270886723975e-260, 4.6906949063567113393e-222]",8.567191804426536e-198,22
clermont va finale quand certains vont nulle part,"[5.0508908413061017913e-174, 4.9668847498243280896e-355, 3.6206751247737725737e-199, 7.066118982004785819e-247, 2.073707134669946692e-275, 1.7949983076860769662e-321, 2.5760918446838751935e-226, 1.2940466192036533755e-252]",6.313613551632628e-175,8
clermont joue bien rugby quand certains construisent rien,"[1.2622921277336153879e-280, 1.7917484273977885681e-294, 1.3302472548534676091e-222, 7.7739844342045086524e-178, 2.1779906260344486741e-327, 3.2943424638022465487e-315, 3.1485074416116463159e-195, 9.19713180631893109e-304]",9.717480542755636e-179,8
utile rappeler,"[8.3315090975070874e-240, 4.335461407664634023e-289]",4.165754548753544e-240,2
veux donc dire toute admiration formidable travail formation faites depuis arrivée clermont jeu résolument offensif continuez prôner inlassablement encore tous jeunes joueurs n hésitez lancer grand bain,"[6.8938046095448072725e-173, 1.5418328769000798223e-140, 9.03882110800055397e-247, 3.33577336193946641e-271, 4.3083678476239516866e-186, 1.6263078339792662473e-282, 2.6145104489532576752e-130, 2.3353398820870395825e-135, 4.0170239725819550768e-298, 4.453078555337161572e-264, 6.3491271031555907995e-350, 2.3284470723908596322e-315, 2.3990191358162423934e-138, 1.2903479700893077343e-358, 1.9404803713585408326e-253, 4.7889583738909831234e-265, 2.0358242705584546279e-233, 1.2695252783893612619e-124, 9.93555288596810025e-268, 3.9496600280453161664e-259, 3.6527130086592632568e-259, 1.8473467403208598655e-191, 1.5464692673104308356e-237, 2.1950383103611671559e-375, 1.06460783509395735325e-129, 4.9371998550999082583e-325, 3.116853728408903071e-260]",4.7019945888945876e-126,27
quel bonheur découvrir cette saison talent potentiel penaud l incroyable iturria roi terrain samedi vélodrome,"[7.269120919612362709e-206, 8.504043966810354789e-142, 1.6606652027548623406e-272, 1.5730789929308849764e-305, 1.40808487877317184665e-338, 7.903213749359263933e-340, 1.6934005487865577912e-305, 1.2802781096874556089e-269, 1.8959361768763692779e-241, 6.029770528964525674e-76, 6.2639519272103615385e-117, 3.8401977993107596926e-245, 1.930104327102938776e-302, 5.5701828503737352027e-301, 8.978305768441431142e-191]",4.0198470193096836e-77,15
l avenir rugby français rien cela doit déjà beaucoup,"[9.827527717379764453e-169, 4.6441316999430262249e-253, 3.6604269305025768393e-130, 1.3677190944953751474e-104, 5.7358525347326180263e-114, 6.094374516159250196e-136, 9.082385360575502064e-247, 6.572160102722275688e-438, 1.5306749452525986917e-178]",1.519687883409956e-105,9
donc temps valider tout travail beau projet club doit inspirer rugby français,"[3.2700204913228637812e-264, 1.6233927612739585902e-173, 1.0957826256821049494e-188, 1.503175864689359218e-162, 8.2916082076865914586e-232, 4.6932759935181818122e-188, 0.9999999999999999827, 3.26637075915395659e-129, 3.8927426302910625548e-373, 3.1394971863129890942e-239, 8.1769745729853003444e-278, 1.5159451579793607257e-78]",0.08333333333333333,12
gagner cette putain finale dimanche prochain,"[3.085817818250016075e-152, 7.57482608175295716e-114, 1.4938883406415598484e-163, 9.192960539186044086e-218, 9.292630019873202563e-81, 1.33125684071263730326e-135]",1.5487716699788672e-81,6
car méritez plus n importe d autre cette année,"[1.4196240283649275253e-222, 8.2175099399715274725e-264, 1.0157981950476238265e-247, 6.3230940588054940216e-358, 5.664441588742734767e-246, 1.5101542840564029808e-144, 1.8210728691847631991e-195, 3.2843308594529196727e-194, 2.3449890205499330932e-268]",1.6779492045071144e-145,9
car face c est toulon,"[2.9268037978814288777e-223, 3.1417486387920099148e-122, 4.916169918034045201e-101, 1.6069739750102999571e-338, 8.8595465671183859456e-284]",9.83233983606809e-102,5
toulon a souvent fait misères dernières saisons,"[2.3227034552097113655e-147, 2.7171399137915766483e-305, 2.0546565224045579355e-240, 2.6791119035484559612e-185, 9.153492603614384287e-309, 3.4081909494896758693e-283, 5.420388959855946666e-274]",3.31814779315673e-148,7
toulon genre d,"[3.7478808336967085816e-235, 1.4287727979604482705e-170, 1.6861207665332372345e-285]",4.762575993201494e-171,3
toulon a fait peu près tout n importe quoi cette saison retrouve là encore fois parce club possède grands joueurs parce club cultive surtout savoirfaire irrationnel a fait souvent défaut lors précédentes finales cette capacité transcender jour,"[1.4096825550728708069e-53, 3.0181945193784838408e-357, 1.521899547661723766e-256, 9.8597397871612892154e-343, 2.1349963990797763351e-193, 3.3705175109679647744e-331, 2.312573379253649623e-339, 4.380227374110731654e-318, 1.4992162815982965374e-352, 2.1267629464207554135e-197, 9.085487780093132064e-274, 1.2211743854429899529e-179, 1.2006629435428393968e-255, 1.3634820884768017058e-205, 1.6546450279213166317e-329, 1.5127208072191441493e-148, 8.183067977565055449e-331, 1.7242834184162181463e-17, 1.7878569590327710647e-192, 2.187020821114751447e-233, 2.0350005561947375248e-222, 6.437177923227386814e-283, 1.0017910047680967258e-214, 1.28651784839068340075e-197, 1.13917769142679964804e-225, 2.797757036200511536e-311, 3.12771226344796484e-120, 8.4457484559881174225e-235, 3.4100300162584056294e-34, 3.377434450263171974e-303, 3.08635267191122966e-147, 1.6749143622766099209e-203, 7.8414168655588874836e-234, 2.216647603897554402e-130, 9.424222135643853505e-130, 7.0846100066223383324e-28, 1.0767662100618836136e-179]",4.660225455370444e-19,37
n est donc gagné savez,"[5.023973845881034924e-106, 1.312408428795719366e-175, 2.0360627316869473514e-177, 7.10335593090392702e-83, 4.7992778448598776086e-20]",9.598555689719756e-21,5
c est peutêtre cela cette foisci allez faire,"[6.798045935445619844e-58, 2.4002611162879604365e-114, 7.2304857637239715665e-143, 6.0255230870432769918e-151, 5.2379925066626181763e-122, 3.754002989070672748e-103, 6.060978862918436418e-171, 7.1606164867257780275e-65]",8.497558314384086e-59,8
js,[3.1519118108540698972e-181],3.15191181085407e-181,1
